"id","session_id","category","category_tag","turn","role","text","handover","links","dead_links","timestamp","run_id","endpoint"
"1492","c3da3e56-833d-4c8a-95bf-e157fb140c54","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","1","bot","Der er ikke et fast krav til, hvor lang tid før din flytning du skal give besked om din nye adresse. Du skal bare sende en mail til kundeservice@hiper.dk fra den mail, du har registreret hos os, med:
<ul><li>Din nuværende adresse</li><li>Din nye adresse</li><li>Fraflytningsdato</li><li>Ønsket lukningsdato (hvis den er anderledes end fraflytningsdatoen)</li><li>Indflytningsdato</li><li>Hvilket produkt du ønsker på den nye adresse</li></ul>
Du kan tjekke, hvilke produkter der er tilgængelige på din nye adresse på <a href=""https://www.hiper.dk"">hiper.dk</a>.

Skriv bare igen, hvis du har brug for mere info 📝","0","[""https://www.hiper.dk""]","[]","2026-02-27 17:09:11","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1491","c3da3e56-833d-4c8a-95bf-e157fb140c54","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","1","user","Hvor lang tid før en flytning skal jeg oplyste om en flytning og den nye addresse?","0","[]","[]","2026-02-27 17:09:11","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1508","c3da3e56-833d-4c8a-95bf-e157fb140c54","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","2","bot","Det kommer helt an på leverandøren og teknikerens kalender, så jeg kan desværre ikke love, at det kan ske inden for 2 uger. Når du har bestilt flytningen, får du en mail med et tidsrum for teknikerbesøget.

Hvis du har særlige ønsker til tidspunktet, kan du nævne det, når du melder flytning ind – så forsøger vi at tage hensyn til det så godt vi kan 😊

Giv lyd hvis du har flere spørgsmål 📝","0","[]","[]","2026-02-27 17:09:26","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1507","c3da3e56-833d-4c8a-95bf-e157fb140c54","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","2","user","Hvad sker der hvis der skal en tekniker ud – kan det nå at ske inden for 2 uger?","0","[]","[]","2026-02-27 17:09:26","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1526","c3da3e56-833d-4c8a-95bf-e157fb140c54","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","3","bot","<p>Flytningen sker som udgangspunkt automatisk på den dato, du har oplyst, hvis du har fået en bekræftelse fra Hiper 😊</p><p>Du skal kun gøre mere, hvis vi kontakter dig for ekstra oplysninger eller bekræftelse. Ellers sørger vi for resten.</p><p>Giv lyd hvis du har flere spørgsmål 📝</p>","1","[]","[]","2026-02-27 17:09:43","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1525","c3da3e56-833d-4c8a-95bf-e157fb140c54","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","3","user","Sker flytningen automatisk på den angivne dato, eller skal jeg bekræfte noget?","0","[]","[]","2026-02-27 17:09:43","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1310","1af46872-686c-4574-9a39-1ba4913e411f","Hastighed","","1","bot","<p>Det er helt normalt ikke at måle 1000 Mbit på WiFi. De fleste en Sopgaver kan ikke opfange så høj Sopgavetrådløst. På 5GHz doubleuifai kan du typisk forvente omkring 200-400 Mbit. Hvis du vil teste den maksimale hastighed, skal du bruge et netværkskabel direkte fra routeren til din computer. Her kan Arcde måle op til 1000 Mbit, hvis både kabel og netværkskort understøtter det. ✅</p><p>Giv lyd hvis det stadig driller 🙌</p>","0","[]","[]","2026-02-27 17:05:51","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1309","1af46872-686c-4574-9a39-1ba4913e411f","Hastighed","","1","user","Hvordan kan det være jeg ikke tester 1000 mbit på wifi?","0","[]","[]","2026-02-27 17:05:51","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1320","1af46872-686c-4574-9a39-1ba4913e411f","Hastighed","","2","bot","Mine kollegaer er ikke online lige nu, da du har henvendt dig uden for åbningstiden. Se mere om vores åbningstider og kontaktmuligheder her: https://www.hiper.dk/kontakt","1","[""https://www.hiper.dk/kontakt""]","[]","2026-02-27 17:05:58","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1319","1af46872-686c-4574-9a39-1ba4913e411f","Hastighed","","2","user","Kan jeg købe en bedre Hiper-router der understøtter WiFi 6?","0","[]","[]","2026-02-27 17:05:58","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1308","6a3e8bb6-f535-48fb-ab0d-e1a2da112b29","Hastighed","","1","bot","Øv, det er træls! Lad os kigge på det 🛠️

Det kan skyldes flere ting:
<ul>
<li>Ofte skyldes det, at du måler hastigheden via Wi-Fi. De fleste enheder kan ikke opnå den fulde hastighed over Wi-Fi. For at få mest muligt ud af Wi-Fi anbefaler vi at bruge 5GHz-frekvensen – her ligger hastigheden typisk omkring 200-400 Mbit. Vil du teste den fulde hastighed, kræver det en kablet LAN-forbindelse.</li>
<li>Måler du via kabel, kan kablet være begrænset. For at få 1000 Mbit/s skal du som minimum bruge et CAT5e-kabel.</li>
<li>Din enheds netværkskort kan også være begrænset. Tjek om dit netværkskort understøtter 1000 Mbit/s.</li>
<li>Hvis flere enheder bruger netværket samtidig, mens du tester, får du ikke den fulde hastighed på én enhed.</li>
<li>VPN, antivirus eller firewall kan også påvirke resultatet.</li>
</ul>
Giv gerne lidt mere info om, hvordan du måler hastigheden (Wi-Fi eller kabel, kabeltype, din enhed osv.), så guider jeg dig videre 🙌

Skriv tilbage hvis det ikke løser det 👐","0","[]","[]","2026-02-27 17:05:48","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1307","6a3e8bb6-f535-48fb-ab0d-e1a2da112b29","Hastighed","","1","user","Jeg får kun 100 mbit når mit abonnement siger jeg burde have 1000 mbit","0","[]","[]","2026-02-27 17:05:48","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1326","6a3e8bb6-f535-48fb-ab0d-e1a2da112b29","Hastighed","","2","bot","Øv, det er stadig træls! Lad os prøve at komme nærmere en løsning 🛠️

Det kan skyldes flere ting:
<ul>
<li>For at måle 1000 Mbit/s kræver det som minimum et CAT5e-kabel. Kan du tjekke, om du bruger dette?</li>
<li>Din enheds netværkskort skal understøtte 1000 Mbit/s. Prøv at kontrollere dette, evt. i enhedsindstillinger eller via producentens hjemmeside.</li>
<li>Hvis der er andre enheder koblet på netværket, mens du tester, kan det påvirke resultatet.</li>
<li>VPN, antivirus eller firewall kan også have indflydelse.</li>
</ul>
Hvis du allerede har tjekket disse ting, må du meget gerne skrive hvilket kabel og hvilken enhed du bruger til testen, så vi kan komme endnu tættere på svaret 🙌

Giv lyd hvis det stadig driller 👐","0","[]","[]","2026-02-27 17:06:04","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1325","6a3e8bb6-f535-48fb-ab0d-e1a2da112b29","Hastighed","","2","user","Jeg tester nu via kabel og får stadig kun 100 mbit. Hvad er næste skridt?","0","[]","[]","2026-02-27 17:06:04","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1338","6a3e8bb6-f535-48fb-ab0d-e1a2da112b29","Hastighed","","3","bot","<p>Jeg har desværre ikke mulighed for at tjekke forbindelsen fra Hipers side. Jeg har ikke adgang til at udføre tekniske linjetjek eller se live status på forbindelsen.</p><p>Hvis du har testet både kabeltype (minimum CAT5e) og netværkskortets understøttelse af 1000 Mbit/s, samt sikret at andre enheder ikke bruger netværket under testen, og stadig kun måler 100 Mbit, kan det være nødvendigt at få en tekniker til at undersøge sagen nærmere. 🛠️</p><p>Hvis du har flere detaljer om din opsætning eller test, så del dem gerne – så guider jeg dig videre!</p><p>Skriv tilbage hvis det ikke løser det 🙌</p>","0","[]","[]","2026-02-27 17:06:21","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1337","6a3e8bb6-f535-48fb-ab0d-e1a2da112b29","Hastighed","","3","user","Kan I tjekke om der er fejl på min linje fra jeres side?","0","[]","[]","2026-02-27 17:06:21","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1352","6a3e8bb6-f535-48fb-ab0d-e1a2da112b29","Hastighed","","4","bot","<p>Hvis du bruger et almindeligt CAT5-kabel (uden 'e'), kan det begrænse hastigheden til 100 Mbit/s. For at få 1000 Mbit/s skal du som minimum bruge et CAT5e- eller CAT6-kabel. Du behøver altså ikke opgradere helt til CAT7 – CAT5e eller CAT6 er helt fint. ✅</p><p>Når du skifter til et af disse, burde du kunne måle den fulde hastighed, hvis resten af dit udstyr også understøtter det.</p><p>Giv lyd hvis du har flere spørgsmål! 🙌</p>","0","[]","[]","2026-02-27 17:06:41","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1351","6a3e8bb6-f535-48fb-ab0d-e1a2da112b29","Hastighed","","4","user","Skal jeg opgradere mit kabel fra Cat5 til Cat6 eller Cat7?","0","[]","[]","2026-02-27 17:06:41","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1342","6ab3f687-147d-4751-ba36-7f2552d008f0","Hastighed","","1","bot","<p>Øv, det er træls! Lad os kigge på det 🛠️</p><ul><li>Måler du via Wi-Fi, kan du sjældent forvente fuld hastighed – typisk 200-400 Mbit på 5GHz Wi-Fi. Den fulde hastighed opnår du kun med kablet forbindelse.</li><li>Bruger du netværkskabel, skal det mindst være et CAT5e-kabel for at nå 1000 Mbit/s.</li><li>Nogle enheder har netværkskort der begrænser hastigheden.</li><li>Flere enheder på nettet samtidig kan påvirke målingen.</li><li>VPN, antivirus eller firewall kan også spille ind.</li></ul><p>For at kunne hjælpe dig bedst, vil jeg gerne lige høre:</p><ul><li>Hvilken type forbindelse har du (fiber, coax eller 5G)?</li><li>Tester du via Wi-Fi eller kablet forbindelse?</li></ul><p>Giv lyd hvis det stadig driller 🙌</p>","0","[]","[]","2026-02-27 17:06:23","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1341","6ab3f687-147d-4751-ba36-7f2552d008f0","Hastighed","","1","user","Min hastighed er lav","0","[]","[]","2026-02-27 17:06:23","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1354","6ab3f687-147d-4751-ba36-7f2552d008f0","Hastighed","","2","bot","<p>Øv, det er træls! Lad os få styr på det 🛠️</p><ul><li>Mål hastigheden med et netværkskabel direkte mellem din computer og router. For at opnå 1000 Mbit/s skal du bruge mindst et CAT5e-kabel.</li><li>Tjek at din computers netværkskort understøtter 1000 Mbit/s.</li><li>Sørg for, at ingen andre enheder bruger netværket, mens du tester hastigheden.</li><li>Deaktivér evt. VPN, antivirus eller firewall under testen, da de kan påvirke resultatet.</li><li>Hastighedsmåling via Wi-Fi giver typisk lavere resultat (200-400 Mbit på 5 GHz Wi-Fi er normalt).</li></ul><p>Prøv disse trin og fortæl mig, hvad du oplever – så guider jeg dig videre 🙌</p>","0","[]","[]","2026-02-27 17:06:42","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1353","6ab3f687-147d-4751-ba36-7f2552d008f0","Hastighed","","2","user","Jeg har fiber. Hvad konkret skal jeg gøre nu?","0","[]","[]","2026-02-27 17:06:42","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1370","6ab3f687-147d-4751-ba36-7f2552d008f0","Hastighed","","3","bot","<p>Øv, det er træls! Lad os tage næste skridt 🛠️</p><p>Test din hastighed med en computer, der er direkte forbundet til routeren med et netværkskabel (minimum CAT5e). Deaktiver VPN og antivirus under testen, og sørg for at ingen andre enheder bruger nettet imens. Luk også alle programmer på computeren, så målingen bliver så retvisende som muligt.</p><p>Fortæl mig gerne, hvad du måler på denne måde – så hjælper jeg dig videre derfra 🙌</p>","0","[]","[]","2026-02-27 17:06:58","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1369","6ab3f687-147d-4751-ba36-7f2552d008f0","Hastighed","","3","user","Jeg prøvede at genstarte routeren men det hjalp ikke. Hvad er næste trin?","0","[]","[]","2026-02-27 17:06:58","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1386","6ab3f687-147d-4751-ba36-7f2552d008f0","Hastighed","","4","bot","<p>Ja, hastighedsgarantien på fiber gælder kun, hvis du tester med et netværkskabel direkte mellem routeren og din computer. Her garanterer vi 90% af den maksimale hastighed (f.eks. 900/900 Mbit på en 1000/1000 Mbit-forbindelse) 🛠️</p><p>Giv lyd hvis du har flere spørgsmål 🙌</p>","0","[]","[]","2026-02-27 17:07:11","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1385","6ab3f687-147d-4751-ba36-7f2552d008f0","Hastighed","","4","user","Gælder garantien på hastighed kun ved kabelforbundet test?","0","[]","[]","2026-02-27 17:07:11","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1300","aa2fa5ce-a2c4-4ff0-916d-ecfd2cf3db3d","Hastighed","","1","bot","Øv, det er træls! Lad os kigge på det 🛠️

Der kan være flere ting, der spiller ind, hvis du ikke oplever den hastighed, du forventer:
<ul>
<li>Måler du via Wi-Fi? De fleste enheder kan ikke trække den fulde hastighed trådløst. På 5GHz Wi-Fi ligger det typisk på 200-400 Mbit. Hvis du vil måle den fulde hastighed, skal det gøres med netværkskabel direkte til routeren.</li>
<li>Hvis du bruger kabel, skal det være mindst CAT5e til 1000 Mbit – eller CAT6 for 2000 Mbit.</li>
<li>Din computers netværkskort kan også være begrænsningen. Tjek om det understøtter 1000 Mbit/s eller mere.</li>
<li>Er der flere enheder på nettet samtidig, kan det også påvirke målingen.</li>
<li>VPN, antivirus eller firewall kan også sløve forbindelsen.</li>
</ul>
Fortæl gerne om du måler med kabel eller Wi-Fi – så guider jeg dig videre! 👍

Skriv tilbage hvis det ikke løser det 🙌","0","[]","[]","2026-02-27 17:05:40","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1299","aa2fa5ce-a2c4-4ff0-916d-ecfd2cf3db3d","Hastighed","","1","user","Får ikke leveret den hastighed internet jeg har betalt for","0","[]","[]","2026-02-27 17:05:40","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1322","aa2fa5ce-a2c4-4ff0-916d-ecfd2cf3db3d","Hastighed","","2","bot","Øv, det lyder frustrerende! Lad os prøve at finde ud af, hvad der kan være galt 🛠️<br><br>Hvis du måler med kabel og stadig kun får halvdelen af hastigheden, kan det fx skyldes:<ul><li>At dit netværkskabel ikke er hurtigt nok. For 1000 Mbit kræves mindst et CAT5e-kabel, og for 2000 Mbit skal det være CAT6.</li><li>At dit netværkskort i computeren ikke understøtter den fulde hastighed. Tjek gerne specifikationerne på dit netværkskort.</li><li>At der er andre enheder på nettet, der bruger båndbredde imens du måler.</li><li>At VPN, antivirus eller firewall påvirker hastigheden.</li></ul>Hvis du kan skrive, hvilket kabel og netværkskort du bruger, så kan jeg guide dig videre! 💡<br><br>Giv lyd hvis det stadig driller 🙌","0","[]","[]","2026-02-27 17:06:00","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1321","aa2fa5ce-a2c4-4ff0-916d-ecfd2cf3db3d","Hastighed","","2","user","Jeg måler via kabel og får stadig kun halvdelen af det jeg betaler for. Hvad nu?","0","[]","[]","2026-02-27 17:06:00","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1334","aa2fa5ce-a2c4-4ff0-916d-ecfd2cf3db3d","Hastighed","","3","bot","Jeg har desværre ikke mulighed for at tjekke status på din linje direkte fra min side, eller se om der er fejl lige nu. Du kan altid holde øje med <a href=""https://drift.hiper.dk"">driftsiden</a> for at se, om der er kendte problemer i dit område 🛠️

Hvis alt ser normalt ud, og du stadig oplever lav hastighed, så skriv gerne tilbage med flere detaljer – så hjælper jeg dig videre 🙌","0","[""https://drift.hiper.dk""]","[]","2026-02-27 17:06:16","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1333","aa2fa5ce-a2c4-4ff0-916d-ecfd2cf3db3d","Hastighed","","3","user","Kan I se fra jeres side om der er et problem med min linje?","0","[]","[]","2026-02-27 17:06:16","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1348","aa2fa5ce-a2c4-4ff0-916d-ecfd2cf3db3d","Hastighed","","4","bot","Et teknikerbesøg kræver hjælp fra en af mine menneskelige kollegaer. Der er desværre ingen kollegaer online lige nu. Du kan finde åbningstider og kontaktmuligheder på <a href=""https://www.hiper.dk/kontakt"">hiper.dk/kontakt</a>. Så kan du få hjælp til teknikerbooking, så snart vi er tilgængelige 🛠️","1","[""https://www.hiper.dk/kontakt""]","[]","2026-02-27 17:06:29","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1347","aa2fa5ce-a2c4-4ff0-916d-ecfd2cf3db3d","Hastighed","","4","user","Hvornår kan en tekniker komme og kigge på det?","0","[]","[]","2026-02-27 17:06:29","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1340","d561ab47-c258-48ea-be48-998b9ae63e3c","Hastighed","","1","bot","Øv, det er træls! Lad os kigge på det 🛠️

Hvis du oplever hastighedsproblemer og bruger din egen router, er det en god idé at teste med den Hiper-router, du har fået, for at udelukke om det er din egen router der fejler.

For at teste din hastighed bedst muligt kan du:
<ul>
<li>Brug en dedikeret app som Speedtest (ikke via browser)</li>
<li>Forbind din computer direkte til routeren med et netværkskabel (CAT5e eller bedre)</li>
<li>Luk alle programmer og apps under testen</li>
<li>Genstart routeren før testen</li>
<li>Test på forskellige tidspunkter af dagen</li>
</ul>
Se hele guiden til fejlsøgning ved ustabilt eller langsomt internet <a href=""https://www.hiper.dk/hjaelp/internet-og-wifi/ustabil"">her</a> og vejledning til hastighedstest <a href=""https://www.hiper.dk/hjaelp/internet-og-wifi/hastighedstest"">her</a>.

Giv lyd hvis det stadig driller 🙌","0","[""https://www.hiper.dk/hjaelp/internet-og-wifi/ustabil"",""https://www.hiper.dk/hjaelp/internet-og-wifi/hastighedstest""]","[""https://www.hiper.dk/hjaelp/internet-og-wifi/ustabil"",""https://www.hiper.dk/hjaelp/internet-og-wifi/hastighedstest""]","2026-02-27 17:06:22","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1339","d561ab47-c258-48ea-be48-998b9ae63e3c","Hastighed","","1","user","Jeg har problemer med min hastighed, bruger egen router.","0","[]","[]","2026-02-27 17:06:22","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1358","d561ab47-c258-48ea-be48-998b9ae63e3c","Hastighed","","2","bot","For at din egen router kan håndtere den fulde hastighed, anbefaler vi:
<ul>
<li>Brug netværkskabler af typen CAT5e eller CAT6</li>
<li>Vælg en router (og eventuelle switches/hubs) der understøtter Gigabit Ethernet (1000 Mbit/s)</li>
<li>Sørg for at alt netværksudstyr i kæden understøtter høje hastigheder</li>
</ul>
Hvis du følger de her krav, har du de bedste chancer for at opnå den fulde hastighed, du betaler for ✅

Giv lyd hvis du har brug for flere detaljer om udstyr eller opsætning 🙌","0","[]","[]","2026-02-27 17:06:45","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1357","d561ab47-c258-48ea-be48-998b9ae63e3c","Hastighed","","2","user","Hvad er kravene til min router for at den kan klare den hastighed jeg betaler for?","0","[]","[]","2026-02-27 17:06:45","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1374","d561ab47-c258-48ea-be48-998b9ae63e3c","Hastighed","","3","bot","Hvis du allerede har fået udleveret en Hiper-router, anbefaler vi at teste forbindelsen med den for at udelukke fejl på dit eget udstyr. Hvis du har brug for at låne eller få tilsendt en ekstra Hiper-router, kræver det hjælp fra en af mine kollegaer.

Der er desværre ingen kollegaer tilgængelige lige nu. Du kan se vores åbningstider og kontaktmuligheder på <a href=""https://www.hiper.dk/kontakt"">hiper.dk/kontakt</a>, hvis du vil tage sagen videre. Skriv tilbage hvis du har andre spørgsmål 🖐️","1","[""https://www.hiper.dk/kontakt""]","[]","2026-02-27 17:07:03","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1373","d561ab47-c258-48ea-be48-998b9ae63e3c","Hastighed","","3","user","Kan jeg låne en Hiper-router for at teste om problemet er min router?","0","[]","[]","2026-02-27 17:07:03","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1410","0589d516-f42e-4d28-b002-a721cb30e9e8","Offline","","1","bot","<p>Øv, det er træls! Lad os kigge på det </p><p>For at hjælpe dig bedst muligt, skal jeg lige vide hvilken type internet du har hos Hiper:</p><ul><li>Fiber (fibernet)</li><li>Kabel-tv-stik (coax)</li><li>Mobilt bredbånd (5G-router)</li></ul><p>Ved du hvilken type du har?</p><p>Giv lyd hvis du er i tvivl </p>","0","[]","[]","2026-02-27 17:07:41","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1409","0589d516-f42e-4d28-b002-a721cb30e9e8","Offline","","1","user","Vores internet virker ikke idag?","0","[]","[]","2026-02-27 17:07:41","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1426","0589d516-f42e-4d28-b002-a721cb30e9e8","Offline","","2","bot","<p>Øv, det er træls! Lad os få styr på det </p><ul><li>Tjek at netværkskablet sidder rigtigt: Det skal gå fra fiberboksens aktive LAN-port til routerens blå WAN-port.</li><li>Sørg for, at fiberboksen har strøm.</li><li>Nulstil udstyret:<ul><li>Router: Hold reset-knappen inde i 20 sekunder (dine ændringer forsvinder).</li><li>Fiberboks: Tryk reset-hullet i bunden i 20 sekunder, mens den er tændt.</li></ul></li><li>Tjek om der er driftsproblemer i området på <a href=""https://drift.hiper.dk"">driftsiden</a>.</li></ul><p>Du kan finde en mere detaljeret vejledning <a href=""https://www.hiper.dk/hjaelp/internet-og-wifi/offline"">her</a>. Hvis det stadig ikke virker, kan du fejlmelde dit internet via <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a>.</p><p>Giv lyd hvis det stadig driller </p>","0","[""https://drift.hiper.dk"",""https://www.hiper.dk/hjaelp/internet-og-wifi/offline"",""https://www.hiper.dk/mit-hiper/""]","[""https://www.hiper.dk/hjaelp/internet-og-wifi/offline""]","2026-02-27 17:07:57","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1425","0589d516-f42e-4d28-b002-a721cb30e9e8","Offline","","2","user","Vi har fiber. Hvad skal vi tjekke?","0","[]","[]","2026-02-27 17:07:57","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1440","0589d516-f42e-4d28-b002-a721cb30e9e8","Offline","","3","bot","<p>Øv, det er træls! Når alle lys på fiberboksen er slukket, tyder det på, at boksen ikke får strøm </p><ul><li>Tjek, at strømkablet sidder korrekt i både fiberboksen og stikkontakten.</li><li>Prøv eventuelt en anden stikkontakt.</li></ul><p>Du kan også se flere anvisninger i vores guide til <a href=""https://www.hiper.dk/hjaelp/internet-og-wifi/offline"">fejlsøgning på fiber</a>.</p><p>Giv lyd hvis det stadig driller </p>","0","[""https://www.hiper.dk/hjaelp/internet-og-wifi/offline""]","[""https://www.hiper.dk/hjaelp/internet-og-wifi/offline""]","2026-02-27 17:08:13","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1439","0589d516-f42e-4d28-b002-a721cb30e9e8","Offline","","3","user","Alle lysene på fiberboksen er slukket. Hvad betyder det?","0","[]","[]","2026-02-27 17:08:13","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1452","0589d516-f42e-4d28-b002-a721cb30e9e8","Offline","","4","bot","<p>Øv, det lyder frustrerende! Hvis både fiberboks og router er genstartet, og alle lys på fiberboksen stadig er slukket, tyder det på et strøm- eller hardwareproblem </p><ul><li>Tjek strømkablet til fiberboksen – sidder det korrekt, og virker stikkontakten?</li><li>Prøv evt. en anden stikkontakt.</li></ul><p>Hvis det stadig ikke virker, kan du fejlmelde forbindelsen via <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a>. Se også vores <a href=""https://www.hiper.dk/hjaelp/internet-og-wifi/offline"">fejlsøgningsguide</a> for detaljer.</p><p>Giv lyd hvis det stadig driller </p>","0","[""https://www.hiper.dk/mit-hiper/"",""https://www.hiper.dk/hjaelp/internet-og-wifi/offline""]","[""https://www.hiper.dk/hjaelp/internet-og-wifi/offline""]","2026-02-27 17:08:26","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1451","0589d516-f42e-4d28-b002-a721cb30e9e8","Offline","","4","user","Routeren og fiberboksen er genstartet men intet er sket. Hvad gør vi?","0","[]","[]","2026-02-27 17:08:26","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1456","0615b43a-9c85-47c8-bed2-5f90fd66adc0","Offline","","1","bot","<p>Øv, det er træls! Lad os kigge på det 🛠️</p><p>Da du allerede har fulgt alle anvisninger uden at få forbindelse, vil jeg anbefale, at du fejlmelder dit internet via <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a>. Så kigger vores teknikere nærmere på det.</p><p>Giv lyd hvis det stadig driller 🙌</p>","0","[""https://www.hiper.dk/mit-hiper/""]","[]","2026-02-27 17:08:29","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1455","0615b43a-9c85-47c8-bed2-5f90fd66adc0","Offline","","1","user","Mit internet virker ikke og jeg har fulgt alle anvisninger","0","[]","[]","2026-02-27 17:08:29","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1466","0615b43a-9c85-47c8-bed2-5f90fd66adc0","Offline","","2","bot","<p>Selvfølgelig, her er en trin-for-trin guide til at fejlmelde via <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a>:</p><ul><li>Gå ind på <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a></li><li>Log ind med din e-mailadresse og adgangskode</li><li>Find dit abonnement og vælg muligheden for at fejlmelde</li><li>Følg herefter vejledningen på skærmen for at indsende din fejlmelding</li></ul><p>Hvis du ikke har en bruger endnu, kan du nemt oprette en med din e-mailadresse. Giv lyd hvis du har brug for mere hjælp 📝</p>","0","[""https://www.hiper.dk/mit-hiper/""]","[]","2026-02-27 17:08:45","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1465","0615b43a-9c85-47c8-bed2-5f90fd66adc0","Offline","","2","user","Hvordan fejlmelder jeg præcist via Mit Hiper? Kan du guide mig trin for trin?","0","[]","[]","2026-02-27 17:08:45","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1482","0615b43a-9c85-47c8-bed2-5f90fd66adc0","Offline","","3","bot","<p>Tidshorisonten for teknikerbesøg kan variere, så der er desværre ingen præcis ventetid. Du kan følge status og se næste skridt for dit forløb ved at logge ind på <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a> 📝</p><p>Skriv endelig igen, hvis du har andre spørgsmål ✌️</p>","0","[""https://www.hiper.dk/mit-hiper/""]","[]","2026-02-27 17:09:00","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1481","0615b43a-9c85-47c8-bed2-5f90fd66adc0","Offline","","3","user","Hvor lang tid tager det inden en tekniker kan kigge på det?","0","[]","[]","2026-02-27 17:09:00","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1500","0615b43a-9c85-47c8-bed2-5f90fd66adc0","Offline","","4","bot","<p>Tak for dit spørgsmål. Ønsker om kompensation bliver altid behandlet af en af mine menneskelige kollegaer. Lige nu er der desværre ingen kollegaer online, så jeg kan ikke hjælpe dig videre med det på nuværende tidspunkt 😊</p><p>Du kan se vores åbningstider og kontaktmuligheder på <a href=""https://www.hiper.dk/kontakt"">hiper.dk/kontakt</a>. Giv lyd hvis du har andre spørgsmål!</p>","1","[""https://www.hiper.dk/kontakt""]","[]","2026-02-27 17:09:16","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
